,Name ,Comment ,comments,Time ,text_token,text_string
172,J K,"The way you guys have consistently premiered this show for free, especially the April fool's episode, has been epic. Love the non-hostile treatment of your viewers.","the way you guys have consistently premiered this show for free, especially the april fool's episode, has been epic. love the non-hostile treatment of your viewers.",2022-09-13T21:14:03Z,"['way', 'guys', 'consistently', 'premiered', 'show', 'free', 'especially', 'april', 'fool', 'episode', 'epic', 'love', 'non', 'hostile', 'treatment', 'viewers']",way guys consistently premiered show free especially april fool episode epic love non hostile treatment viewers
173,Defile Odds,I like how supportive Beth was when she found out Morty got expelled.,i like how supportive beth was when she found out morty got expelled.,2022-09-14T04:28:55Z,"['like', 'supportive', 'beth', 'found', 'morty', 'got', 'expelled']",like supportive beth found morty got expelled
174,MiscStuff123,"I like that Rick basically assures Morty he matters in 3 seperate ways here. Rick relenting on the space station, the ""childproofing"", and their little talk by the new graves. Rick within a couple scenes shows he cares about Morty's life, safety, and emotional state.","i like that rick basically assures morty he matters in 3 seperate ways here. rick relenting on the space station, the ""childproofing"", and their little talk by the new graves. rick within a couple scenes shows he cares about morty's life, safety, and emotional state.",2022-09-14T16:10:36Z,"['like', 'rick', 'basically', 'assures', 'morty', 'matters', '3', 'seperate', 'ways', 'rick', 'relenting', 'space', 'station', 'childproofing', 'little', 'talk', 'new', 'graves', 'rick', 'within', 'couple', 'scenes', 'shows', 'cares', 'morty', 'life', 'safety', 'emotional', 'state']",like rick basically assures morty matters seperate ways rick relenting space station childproofing little talk new graves rick within couple scenes shows cares morty life safety emotional state
175,WTF15TH15,"I love how we see that the Jerry we've had for a few seasons is the wrong Jerry, and the correct Jerry was found later, only to be bitten by Mr Frundles.","i love how we see that the jerry we've had for a few seasons is the wrong jerry, and the correct jerry was found later, only to be bitten by mr frundles.",2022-09-15T00:27:45Z,"['love', 'see', 'jerry', 'seasons', 'wrong', 'jerry', 'correct', 'jerry', 'found', 'later', 'bitten', 'mr', 'frundles']",love see jerry seasons wrong jerry correct jerry found later bitten frundles
176,Little Magician ,I never realized how terrifying rick is as a concept until this episode that last scene sent chills down my spine,i never realized how terrifying rick is as a concept until this episode that last scene sent chills down my spine,2022-09-14T11:07:19Z,"['never', 'realized', 'terrifying', 'rick', 'concept', 'episode', 'last', 'scene', 'sent', 'chills', 'spine']",never realized terrifying rick concept episode last scene sent chills spine
177,BCshooterFMJ PRIME,"""This EMERGENCY was oversold to me."" Moments like that will always keep me coming back

Great episode. Through and through.","""this emergency was oversold to me."" moments like that will always keep me coming back

great episode. through and through.",2022-09-15T14:49:50Z,"['emergency', 'oversold', 'moments', 'like', 'always', 'keep', 'coming', 'back', 'great', 'episode']",emergency oversold moments like always keep coming back great episode
178,Mewtation Nation,This was one of the best episodes of the entire series in my opinion. It brought so many arcs back into the fold and full circle along with being absolutely hilarious.,this was one of the best episodes of the entire series in my opinion. it brought so many arcs back into the fold and full circle along with being absolutely hilarious.,2022-09-14T09:46:15Z,"['one', 'best', 'episodes', 'entire', 'series', 'opinion', 'brought', 'many', 'arcs', 'back', 'fold', 'full', 'circle', 'along', 'absolutely', 'hilarious']",one best episodes entire series opinion brought many arcs back fold full circle along absolutely hilarious
179,Mrwhosetheboss,"After watching the video - let's chat! Are you impressed or underwhelmed by the iPhone 14 Pro so far?
To see the iPhone 14 Battery test: https://youtu.be/yP3WyefjzaM","after watching the video - let's chat! are you impressed or underwhelmed by the iphone 14 pro so far?
to see the iphone 14 battery test: https://youtu.be/yp3wyefjzam",2022-09-14T13:07:20Z,"['watching', 'video', 'let', 'chat', 'impressed', 'underwhelmed', 'iphone', '14', 'pro', 'far', 'see', 'iphone', '14', 'battery', 'test', 'https', 'youtu', 'yp3wyefjzam']",watching video let chat impressed underwhelmed iphone pro far see iphone battery test https youtu yp3wyefjzam
180,Bows U,The fact that he has to show us the differences by zooming into the pixels in most photos shows that both cameras are incredible and there is no wrong choice for the normal consumer.,the fact that he has to show us the differences by zooming into the pixels in most photos shows that both cameras are incredible and there is no wrong choice for the normal consumer.,2022-09-14T13:21:03Z,"['fact', 'show', 'us', 'differences', 'zooming', 'pixels', 'photos', 'shows', 'cameras', 'incredible', 'wrong', 'choice', 'normal', 'consumer']",fact show differences zooming pixels photos shows cameras incredible wrong choice normal consumer
181,R H,"As an S21 ultra owner I'm glad you mentioned the shutter lag! So many photos of my 1yr old become useless because of the lag.
I'm glad Apple seems to be doing a better job here.","as an s21 ultra owner i'm glad you mentioned the shutter lag! so many photos of my 1yr old become useless because of the lag.
i'm glad apple seems to be doing a better job here.",2022-09-15T13:28:45Z,"['s21', 'ultra', 'owner', 'glad', 'mentioned', 'shutter', 'lag', 'many', 'photos', '1yr', 'old', 'become', 'useless', 'lag', 'glad', 'apple', 'seems', 'better', 'job']",s21 ultra owner glad mentioned shutter lag many photos 1yr old become useless lag glad apple seems better job
182,Dolger,"Honestly I'm extremely excited for the S23 Ultra, they've had such similar hardware for years that it is time for a huge upgrade.","honestly i'm extremely excited for the s23 ultra, they've had such similar hardware for years that it is time for a huge upgrade.",2022-09-15T23:27:48Z,"['honestly', 'extremely', 'excited', 's23', 'ultra', 'similar', 'hardware', 'years', 'time', 'huge', 'upgrade']",honestly extremely excited s23 ultra similar hardware years time huge upgrade
183,Rönny kh,"The amount of work he put in just one video 
The production and in-depth detail mannnnn.
You're the BOSS clearly :D","the amount of work he put in just one video 
the production and in-depth detail mannnnn.
you're the boss clearly :d",2022-09-15T16:55:42Z,"['amount', 'work', 'put', 'one', 'video', 'production', 'depth', 'detail', 'mannnnn', 'boss', 'clearly']",amount work put one video production depth detail mannnnn boss clearly
184,TheDeghohun,"I'm not too sure I can be convinced by some of the comparisons this time around Arun. Though I agree that the software optimisations for s22 ultra should be at its best I do believe that a 6 month gap is enough to justify the difference in the flagships. For one, the hardware willl be outdated including camer modules and the chipset and two this will have an impact on the smoothness in transitioning between lenses. I do feel that apples chip gives it that computational advantage when it comes to focusing and processing so even if android get the gen 2 snapdragon I'm not sure that can rectify the slightly laggy transitions in the camera app. At some instances you showed us the might mode but I found that to be subjective. But you clear said this to be down to preference. I also must mention that iPhone video is the creme de lá creme of videography and that's solely down to how the chipset is being used! That said I do think both phones will do incredibly for either android or apple user but at this moment in time iPhone does lead the way. I would have given it 7 - 4 to iPhone or even 6-4. I think 8-3 wasn't justifiable. Anyways Arun that was a wicked video once more. Still my fav mobile phone reviewer! Cheers buddy!","i'm not too sure i can be convinced by some of the comparisons this time around arun. though i agree that the software optimisations for s22 ultra should be at its best i do believe that a 6 month gap is enough to justify the difference in the flagships. for one, the hardware willl be outdated including camer modules and the chipset and two this will have an impact on the smoothness in transitioning between lenses. i do feel that apples chip gives it that computational advantage when it comes to focusing and processing so even if android get the gen 2 snapdragon i'm not sure that can rectify the slightly laggy transitions in the camera app. at some instances you showed us the might mode but i found that to be subjective. but you clear said this to be down to preference. i also must mention that iphone video is the creme de lá creme of videography and that's solely down to how the chipset is being used! that said i do think both phones will do incredibly for either android or apple user but at this moment in time iphone does lead the way. i would have given it 7 - 4 to iphone or even 6-4. i think 8-3 wasn't justifiable. anyways arun that was a wicked video once more. still my fav mobile phone reviewer! cheers buddy!",2022-09-15T19:09:09Z,"['sure', 'convinced', 'comparisons', 'time', 'around', 'arun', 'though', 'agree', 'software', 'optimisations', 's22', 'ultra', 'best', 'believe', '6', 'month', 'gap', 'enough', 'justify', 'difference', 'flagships', 'one', 'hardware', 'willl', 'outdated', 'including', 'camer', 'modules', 'chipset', 'two', 'impact', 'smoothness', 'transitioning', 'lenses', 'feel', 'apples', 'chip', 'gives', 'computational', 'advantage', 'comes', 'focusing', 'processing', 'even', 'android', 'get', 'gen', '2', 'snapdragon', 'sure', 'rectify', 'slightly', 'laggy', 'transitions', 'camera', 'app', 'instances', 'showed', 'us', 'might', 'mode', 'found', 'subjective', 'clear', 'said', 'preference', 'also', 'must', 'mention', 'iphone', 'video', 'creme', 'de', 'lá', 'creme', 'videography', 'solely', 'chipset', 'used', 'said', 'think', 'phones', 'incredibly', 'either', 'android', 'apple', 'user', 'moment', 'time', 'iphone', 'lead', 'way', 'would', 'given', '7', '4', 'iphone', 'even', '6', '4', 'think', '8', '3', 'justifiable', 'anyways', 'arun', 'wicked', 'video', 'still', 'fav', 'mobile', 'phone', 'reviewer', 'cheers', 'buddy']",sure convinced comparisons time around arun though agree software optimisations s22 ultra best believe month gap enough justify difference flagships one hardware willl outdated including camer modules chipset two impact smoothness transitioning lenses feel apples chip gives computational advantage comes focusing processing even android get gen snapdragon sure rectify slightly laggy transitions camera app instances showed might mode found subjective clear said preference also must mention iphone video creme creme videography solely chipset used said think phones incredibly either android apple user moment time iphone lead way would given iphone even think justifiable anyways arun wicked video still fav mobile phone reviewer cheers buddy
185,The Composer Himself,Arun is definitely one of the greatest phone reviewers in the world. His explanation is always so on point.,arun is definitely one of the greatest phone reviewers in the world. his explanation is always so on point.,2022-09-14T13:03:12Z,"['arun', 'definitely', 'one', 'greatest', 'phone', 'reviewers', 'world', 'explanation', 'always', 'point']",arun definitely one greatest phone reviewers world explanation always point
186,TonalTimbre,"Both are amazing, you simply cannot go wrong with either one. Those “better” or “faster” aspects of either phone will be unnoticeable to you as a user. I think it all comes down to software. That is something you must decide which feels more comfortable and accessible to you","both are amazing, you simply cannot go wrong with either one. those “better” or “faster” aspects of either phone will be unnoticeable to you as a user. i think it all comes down to software. that is something you must decide which feels more comfortable and accessible to you",2022-09-15T18:41:54Z,"['amazing', 'simply', 'cannot', 'go', 'wrong', 'either', 'one', 'better', 'faster', 'aspects', 'either', 'phone', 'unnoticeable', 'user', 'think', 'comes', 'software', 'something', 'must', 'decide', 'feels', 'comfortable', 'accessible']",amazing simply cannot wrong either one better faster aspects either phone unnoticeable user think comes software something must decide feels comfortable accessible
187,NoMore Constipation,"I really appreciate the consideration for both types of shots. I have to admit that I do float to a brighter shot in most cases but I would definitely like to see a few Apple features on Android devices. 

With that being said, the largest one I liked was the flash. For sure where me and my mates are out at night or just in low light conditions. I can absolutely appreciate the iPhone quality of photos when the flash is used. Here's hoping that Samsung will jump on that for the S24 at least. I'd be super intoxicated with joy if it made the S23 tbh","i really appreciate the consideration for both types of shots. i have to admit that i do float to a brighter shot in most cases but i would definitely like to see a few apple features on android devices. 

with that being said, the largest one i liked was the flash. for sure where me and my mates are out at night or just in low light conditions. i can absolutely appreciate the iphone quality of photos when the flash is used. here's hoping that samsung will jump on that for the s24 at least. i'd be super intoxicated with joy if it made the s23 tbh",2022-09-15T12:53:00Z,"['really', 'appreciate', 'consideration', 'types', 'shots', 'admit', 'float', 'brighter', 'shot', 'cases', 'would', 'definitely', 'like', 'see', 'apple', 'features', 'android', 'devices', 'said', 'largest', 'one', 'liked', 'flash', 'sure', 'mates', 'night', 'low', 'light', 'conditions', 'absolutely', 'appreciate', 'iphone', 'quality', 'photos', 'flash', 'used', 'hoping', 'samsung', 'jump', 's24', 'least', 'super', 'intoxicated', 'joy', 'made', 's23', 'tbh']",really appreciate consideration types shots admit float brighter shot cases would definitely like see apple features android devices said largest one liked flash sure mates night low light conditions absolutely appreciate iphone quality photos flash used hoping samsung jump s24 least super intoxicated joy made s23 tbh
188,naerial,What an insanely detailed and amazingly crafted video. Everything I wanted! Thank you!!!,what an insanely detailed and amazingly crafted video. everything i wanted! thank you!!!,2022-09-15T21:40:45Z,"['insanely', 'detailed', 'amazingly', 'crafted', 'video', 'everything', 'wanted', 'thank']",insanely detailed amazingly crafted video everything wanted thank
189,cynic5581,"Good review, on such a subjective topic. While I can see many of those iPhone photos are “better” I often was preferring some of the Samsungs photos. Mostly when it was over saturating an image.

The only critique I have is bringing up the native apps at all. While important should be a separate video. Both phones have fantastic 3rd party camera apps that can alter the experience from Apple or Samsungs original intention. One persons “more features” is another persons “more complicated”, so both become too subjective to compare outside of specific use cases.","good review, on such a subjective topic. while i can see many of those iphone photos are “better” i often was preferring some of the samsungs photos. mostly when it was over saturating an image.

the only critique i have is bringing up the native apps at all. while important should be a separate video. both phones have fantastic 3rd party camera apps that can alter the experience from apple or samsungs original intention. one persons “more features” is another persons “more complicated”, so both become too subjective to compare outside of specific use cases.",2022-09-15T19:20:44Z,"['good', 'review', 'subjective', 'topic', 'see', 'many', 'iphone', 'photos', 'better', 'often', 'preferring', 'samsungs', 'photos', 'mostly', 'saturating', 'image', 'critique', 'bringing', 'native', 'apps', 'important', 'separate', 'video', 'phones', 'fantastic', '3rd', 'party', 'camera', 'apps', 'alter', 'experience', 'apple', 'samsungs', 'original', 'intention', 'one', 'persons', 'features', 'another', 'persons', 'complicated', 'become', 'subjective', 'compare', 'outside', 'specific', 'use', 'cases']",good review subjective topic see many iphone photos better often preferring samsungs photos mostly saturating image critique bringing native apps important separate video phones fantastic 3rd party camera apps alter experience apple samsungs original intention one persons features another persons complicated become subjective compare outside specific use cases
190,Dennis Lee,"As a professional photographer for over 15 years, let me assure you that anything past around 24 MP is completely useless unless you're intending to print out a billboard sized photo. As you say, the sensor size, quality of the lens, and processing algorithm are far far more important.","as a professional photographer for over 15 years, let me assure you that anything past around 24 mp is completely useless unless you're intending to print out a billboard sized photo. as you say, the sensor size, quality of the lens, and processing algorithm are far far more important.",2022-09-15T01:10:20Z,"['professional', 'photographer', '15', 'years', 'let', 'assure', 'anything', 'past', 'around', '24', 'mp', 'completely', 'useless', 'unless', 'intending', 'print', 'billboard', 'sized', 'photo', 'say', 'sensor', 'size', 'quality', 'lens', 'processing', 'algorithm', 'far', 'far', 'important']",professional photographer years let assure anything past around completely useless unless intending print billboard sized photo say sensor size quality lens processing algorithm far far important
191,Kritika,"love the effort you put into your videos arun. 💛 please make a iPhone 13 pro vs iPhone 14 pro video, to show if it’s really worth the update or not?","love the effort you put into your videos arun. 💛 please make a iphone 13 pro vs iphone 14 pro video, to show if it’s really worth the update or not?",2022-09-15T11:00:04Z,"['love', 'effort', 'put', 'videos', 'arun', 'please', 'make', 'iphone', '13', 'pro', 'vs', 'iphone', '14', 'pro', 'video', 'show', 'really', 'worth', 'update']",love effort put videos arun please make iphone pro iphone pro video show really worth update
192,Hernando Rodriques,"Feels like we're in one of those weird mid generational tech periods where next gen for both samsung and apple will be amazing, yet we're arguing over certain features that are great but aren't quite there yet at the moment.","feels like we're in one of those weird mid generational tech periods where next gen for both samsung and apple will be amazing, yet we're arguing over certain features that are great but aren't quite there yet at the moment.",2022-09-15T14:21:00Z,"['feels', 'like', 'one', 'weird', 'mid', 'generational', 'tech', 'periods', 'next', 'gen', 'samsung', 'apple', 'amazing', 'yet', 'arguing', 'certain', 'features', 'great', 'quite', 'yet', 'moment']",feels like one weird mid generational tech periods next gen samsung apple amazing yet arguing certain features great quite yet moment
193,Mateusz Kwiatkowski,"For me, low light performance is the key. Ever since I got my first smartphone, taking shots in  dimly lit areas with some moody lights - where the best of my memories were made… was an absolute nightmare - colors are washed out, details lost, graininess to the point it’s hard to look at; even with my 12 Pro Max. I know I shouldn’t be expecting Sony’s a9 performance but I’m genuinely looking forward to seeing what Apple has done with the new cameras after I make my switch to 14 Pro Max.","for me, low light performance is the key. ever since i got my first smartphone, taking shots in  dimly lit areas with some moody lights - where the best of my memories were made… was an absolute nightmare - colors are washed out, details lost, graininess to the point it’s hard to look at; even with my 12 pro max. i know i shouldn’t be expecting sony’s a9 performance but i’m genuinely looking forward to seeing what apple has done with the new cameras after i make my switch to 14 pro max.",2022-09-15T22:15:19Z,"['low', 'light', 'performance', 'key', 'ever', 'since', 'got', 'first', 'smartphone', 'taking', 'shots', 'dimly', 'lit', 'areas', 'moody', 'lights', 'best', 'memories', 'made', 'absolute', 'nightmare', 'colors', 'washed', 'details', 'lost', 'graininess', 'point', 'hard', 'look', 'even', '12', 'pro', 'max', 'know', 'expecting', 'sony', 'a9', 'performance', 'genuinely', 'looking', 'forward', 'seeing', 'apple', 'done', 'new', 'cameras', 'make', 'switch', '14', 'pro', 'max']",low light performance key ever since got first smartphone taking shots dimly lit areas moody lights best memories made absolute nightmare colors washed details lost graininess point hard look even pro max know expecting sony performance genuinely looking forward seeing apple done new cameras make switch pro max
194,Random_Guy079,"this was so interesting, cant wait for the overall comparison!","this was so interesting, cant wait for the overall comparison!",2022-09-15T12:42:07Z,"['interesting', 'cant', 'wait', 'overall', 'comparison']",interesting cant wait overall comparison
195,KT Speedruns,"Pros and Cons for both. It comes down to if you really all the novelty or do you usually just take a basic picture then tell the camera app to bug off? So, while we enthusiasts might care about one or more of these tiny pros and cons, most people wouldn't bother thinking about any of this.","pros and cons for both. it comes down to if you really all the novelty or do you usually just take a basic picture then tell the camera app to bug off? so, while we enthusiasts might care about one or more of these tiny pros and cons, most people wouldn't bother thinking about any of this.",2022-09-14T18:57:11Z,"['pros', 'cons', 'comes', 'really', 'novelty', 'usually', 'take', 'basic', 'picture', 'tell', 'camera', 'app', 'bug', 'enthusiasts', 'might', 'care', 'one', 'tiny', 'pros', 'cons', 'people', 'bother', 'thinking']",pros cons comes really novelty usually take basic picture tell camera app bug enthusiasts might care one tiny pros cons people bother thinking
196,OnceAPunAThyme,"Very impressed by some of the photographs from the Samsung, looked more three dimensional, more shadow detail and at 10x, that was very impressive, albeit the Apple did a much better job in the zoom points between that maximum zoom. If it wasn't for the video quality of the Apple, I'd go for the Samsung as it fits my usage pattern better.

Who am I kidding, I can't afford either. iPhone? Cry phone, more like. Still, fun to watch!","very impressed by some of the photographs from the samsung, looked more three dimensional, more shadow detail and at 10x, that was very impressive, albeit the apple did a much better job in the zoom points between that maximum zoom. if it wasn't for the video quality of the apple, i'd go for the samsung as it fits my usage pattern better.

who am i kidding, i can't afford either. iphone? cry phone, more like. still, fun to watch!",2022-09-15T22:55:37Z,"['impressed', 'photographs', 'samsung', 'looked', 'three', 'dimensional', 'shadow', 'detail', '10x', 'impressive', 'albeit', 'apple', 'much', 'better', 'job', 'zoom', 'points', 'maximum', 'zoom', 'video', 'quality', 'apple', 'go', 'samsung', 'fits', 'usage', 'pattern', 'better', 'kidding', 'afford', 'either', 'iphone', 'cry', 'phone', 'like', 'still', 'fun', 'watch']",impressed photographs samsung looked three dimensional shadow detail 10x impressive albeit apple much better job zoom points maximum zoom video quality apple samsung fits usage pattern better kidding afford either iphone cry phone like still fun watch
197,Anand Prakash,"Man, this guy is really the boss. I can only imagine the amount of time and effort it takes to make such a good quality video for comparing best class cameras on smart phones these days.","man, this guy is really the boss. i can only imagine the amount of time and effort it takes to make such a good quality video for comparing best class cameras on smart phones these days.",2022-09-16T10:14:48Z,"['man', 'guy', 'really', 'boss', 'imagine', 'amount', 'time', 'effort', 'takes', 'make', 'good', 'quality', 'video', 'comparing', 'best', 'class', 'cameras', 'smart', 'phones', 'days']",man guy really boss imagine amount time effort takes make good quality video comparing best class cameras smart phones days
198,Jack Manning,Both cameras are amazing but my biggest takeaway was how bad Samsung’s stabilization is when using that extra stable mode. It’s super jittery and I’d honestly just prefer the natural shake of my hand at that point,both cameras are amazing but my biggest takeaway was how bad samsung’s stabilization is when using that extra stable mode. it’s super jittery and i’d honestly just prefer the natural shake of my hand at that point,2022-09-15T16:05:54Z,"['cameras', 'amazing', 'biggest', 'takeaway', 'bad', 'samsung', 'stabilization', 'using', 'extra', 'stable', 'mode', 'super', 'jittery', 'honestly', 'prefer', 'natural', 'shake', 'hand', 'point']",cameras amazing biggest takeaway bad samsung stabilization using extra stable mode super jittery honestly prefer natural shake hand point
199,cosmosofinfinity,"Leading with Tekken 8 was a bold move. Ishin was the biggest surprise. Rise of the Ronin and Stellar Blade also look fantastic, and Syn Duality has my interest.","leading with tekken 8 was a bold move. ishin was the biggest surprise. rise of the ronin and stellar blade also look fantastic, and syn duality has my interest.",2022-09-14T13:31:14Z,"['leading', 'tekken', '8', 'bold', 'move', 'ishin', 'biggest', 'surprise', 'rise', 'ronin', 'stellar', 'blade', 'also', 'look', 'fantastic', 'syn', 'duality', 'interest']",leading tekken bold move ishin biggest surprise rise ronin stellar blade also look fantastic syn duality interest
200,faboo2001,"After finishing all of the Yakuza games during the pandemic and hearing how great Ishin, I was extremely surprised and happy to see the trailer for it.  Can't wait to play it!","after finishing all of the yakuza games during the pandemic and hearing how great ishin, i was extremely surprised and happy to see the trailer for it.  can't wait to play it!",2022-09-14T01:21:13Z,"['finishing', 'yakuza', 'games', 'pandemic', 'hearing', 'great', 'ishin', 'extremely', 'surprised', 'happy', 'see', 'trailer', 'wait', 'play']",finishing yakuza games pandemic hearing great ishin extremely surprised happy see trailer wait play
201,MatTheMetalHead01,"I was already hyped for Ragnarök but that trailer cranked that hype to 1000, I cannot wait to play it!","i was already hyped for ragnarök but that trailer cranked that hype to 1000, i cannot wait to play it!",2022-09-13T22:38:23Z,"['already', 'hyped', 'ragnarök', 'trailer', 'cranked', 'hype', '1000', 'cannot', 'wait', 'play']",already hyped ragnarök trailer cranked hype 1000 cannot wait play
202,L M N O P,"Yakuza, Ronin & GOW are the games that caught my interest. Hope to see more gameplay from them all soon. As for Howarts Legacy, the game is not even out yet, and already they have a DLC type content trailer?.. I will reserve judgement until the final release trailer or more in-depth gameplay.","yakuza, ronin & gow are the games that caught my interest. hope to see more gameplay from them all soon. as for howarts legacy, the game is not even out yet, and already they have a dlc type content trailer?.. i will reserve judgement until the final release trailer or more in-depth gameplay.",2022-09-14T07:43:25Z,"['yakuza', 'ronin', 'gow', 'games', 'caught', 'interest', 'hope', 'see', 'gameplay', 'soon', 'howarts', 'legacy', 'game', 'even', 'yet', 'already', 'dlc', 'type', 'content', 'trailer', 'reserve', 'judgement', 'final', 'release', 'trailer', 'depth', 'gameplay']",yakuza ronin gow games caught interest hope see gameplay soon howarts legacy game even yet already dlc type content trailer reserve judgement final release trailer depth gameplay
203,Barebare kun,"Yes! Finally, Ishin got international release I was losing hope that it won't ever happen.","yes! finally, ishin got international release i was losing hope that it won't ever happen.",2022-09-14T01:09:24Z,"['yes', 'finally', 'ishin', 'got', 'international', 'release', 'losing', 'hope', 'ever', 'happen']",yes finally ishin got international release losing hope ever happen
204,Superneph,"So many great games! Stellar Blade was my favorite of them all, a techno style bayonetta will be great with ps5 graphics and dual sense!","so many great games! stellar blade was my favorite of them all, a techno style bayonetta will be great with ps5 graphics and dual sense!",2022-09-13T23:43:54Z,"['many', 'great', 'games', 'stellar', 'blade', 'favorite', 'techno', 'style', 'bayonetta', 'great', 'ps5', 'graphics', 'dual', 'sense']",many great games stellar blade favorite techno style bayonetta great ps5 graphics dual sense
205,Thepikminbrawler17,"For every anime JRPG that comes to the Switch, PlayStation gets another Open World Action game set in Feudal Japan","for every anime jrpg that comes to the switch, playstation gets another open world action game set in feudal japan",2022-09-13T23:28:47Z,"['every', 'anime', 'jrpg', 'comes', 'switch', 'playstation', 'gets', 'another', 'open', 'world', 'action', 'game', 'set', 'feudal', 'japan']",every anime jrpg comes switch playstation gets another open world action game set feudal japan
206,Revenant Gaming TV,"“Death can have me, when it has earned me!” Yeah that line just gave me the chills. I can’t wait to get my hands on this game!","“death can have me, when it has earned me!” yeah that line just gave me the chills. i can’t wait to get my hands on this game!",2022-09-14T09:09:15Z,"['death', 'earned', 'yeah', 'line', 'gave', 'chills', 'wait', 'get', 'hands', 'game']",death earned yeah line gave chills wait get hands game
207,SMToon en Français,I like how they are going back on focusing on japanese developers again. Feels amazing.,i like how they are going back on focusing on japanese developers again. feels amazing.,2022-09-15T02:10:21Z,"['like', 'going', 'back', 'focusing', 'japanese', 'developers', 'feels', 'amazing']",like going back focusing japanese developers feels amazing
208,Yu7Zi,"Ishin: Like A Dragon, Pacific Drive, Syn Duality, Rise of the Ronin all look super exciting and that Ragnarök ending was perfect. Definitely one of the best State of Plays in a while.","ishin: like a dragon, pacific drive, syn duality, rise of the ronin all look super exciting and that ragnarök ending was perfect. definitely one of the best state of plays in a while.",2022-09-13T22:52:58Z,"['ishin', 'like', 'dragon', 'pacific', 'drive', 'syn', 'duality', 'rise', 'ronin', 'look', 'super', 'exciting', 'ragnarök', 'ending', 'perfect', 'definitely', 'one', 'best', 'state', 'plays']",ishin like dragon pacific drive syn duality rise ronin look super exciting ragnarök ending perfect definitely one best state plays
209,wacktastic1,"we were blessed with Playstation's State of Play and Nintendo's Direct in one day. I'm real excited by games presented in both. 
-I've seen Like a Dragon or some variation years ago and was disappointed it had no western release, glad this one is coming over. 
-Ragnarok = hype as always
-Rise of the Ronin looks like if Nioh went more a realistic route
-Tekken 8 looks fantastic!!!","we were blessed with playstation's state of play and nintendo's direct in one day. i'm real excited by games presented in both. 
-i've seen like a dragon or some variation years ago and was disappointed it had no western release, glad this one is coming over. 
-ragnarok = hype as always
-rise of the ronin looks like if nioh went more a realistic route
-tekken 8 looks fantastic!!!",2022-09-13T23:00:17Z,"['blessed', 'playstation', 'state', 'play', 'nintendo', 'direct', 'one', 'day', 'real', 'excited', 'games', 'presented', 'seen', 'like', 'dragon', 'variation', 'years', 'ago', 'disappointed', 'western', 'release', 'glad', 'one', 'coming', 'ragnarok', 'hype', 'always', 'rise', 'ronin', 'looks', 'like', 'nioh', 'went', 'realistic', 'route', 'tekken', '8', 'looks', 'fantastic']",blessed playstation state play nintendo direct one day real excited games presented seen like dragon variation years ago disappointed western release glad one coming ragnarok hype always rise ronin looks like nioh went realistic route tekken looks fantastic
210,Internet_Aussie,As a history nerd I love the last ronin going over satsuma rebellion and including key figures such as commodore matthew perry that's so cool!,as a history nerd i love the last ronin going over satsuma rebellion and including key figures such as commodore matthew perry that's so cool!,2022-09-13T23:43:09Z,"['history', 'nerd', 'love', 'last', 'ronin', 'going', 'satsuma', 'rebellion', 'including', 'key', 'figures', 'commodore', 'matthew', 'perry', 'cool']",history nerd love last ronin going satsuma rebellion including key figures commodore matthew perry cool
211,linger4605,"Can we all appreciate how it clearly states if it's gameplay, cinematics and if PS5/PC captured. Very honorable thing and I appreciate this! 👍","can we all appreciate how it clearly states if it's gameplay, cinematics and if ps5/pc captured. very honorable thing and i appreciate this! 👍",2022-09-14T01:02:13Z,"['appreciate', 'clearly', 'states', 'gameplay', 'cinematics', 'ps5', 'pc', 'captured', 'honorable', 'thing', 'appreciate']",appreciate clearly states gameplay cinematics ps5 captured honorable thing appreciate
212,PixelStacker,we were blessed with Playstation's State of Play and Nintendo's Direct in one day. I'm real excited by games presented in both.  aye,we were blessed with playstation's state of play and nintendo's direct in one day. i'm real excited by games presented in both.  aye,2022-09-14T16:17:24Z,"['blessed', 'playstation', 'state', 'play', 'nintendo', 'direct', 'one', 'day', 'real', 'excited', 'games', 'presented', 'aye']",blessed playstation state play nintendo direct one day real excited games presented aye
213,Rita 25 y.o - check my vidéó,"Can we all appreciate how it clearly states if it's gameplay, cinematics and if PS5/PC captured. Very honorable thing and I appreciate this!","can we all appreciate how it clearly states if it's gameplay, cinematics and if ps5/pc captured. very honorable thing and i appreciate this!",2022-09-14T11:06:55Z,"['appreciate', 'clearly', 'states', 'gameplay', 'cinematics', 'ps5', 'pc', 'captured', 'honorable', 'thing', 'appreciate']",appreciate clearly states gameplay cinematics ps5 captured honorable thing appreciate
214,KEEY,I like how they are going back on focusing on japanese developers again. Feels amazing.,i like how they are going back on focusing on japanese developers again. feels amazing.,2022-09-14T15:51:23Z,"['like', 'going', 'back', 'focusing', 'japanese', 'developers', 'feels', 'amazing']",like going back focusing japanese developers feels amazing
215,Jonas,"Amazing state of play.
Every game looks amazing ✨","amazing state of play.
every game looks amazing ✨",2022-09-15T15:25:51Z,"['amazing', 'state', 'play', 'every', 'game', 'looks', 'amazing']",amazing state play every game looks amazing
