,Name ,Comment ,comments,Time ,text_token,text_string
57,Don't read profile photo,"Visuals are stunning, fights are heavy and the narrative... The narrative is clear and deep adding meaning and purpose for us to play the game!","visuals are stunning, fights are heavy and the narrative... the narrative is clear and deep adding meaning and purpose for us to play the game!",2022-09-15T20:51:57Z,"['visuals', 'stunning', 'fights', 'heavy', 'narrative', 'narrative', 'clear', 'deep', 'adding', 'meaning', 'purpose', 'us', 'play', 'game']",visuals stunning fights heavy narrative narrative clear deep adding meaning purpose play game
58,Kaptain Kuba,I can't stop watching this trailer!,i can't stop watching this trailer!,2022-09-16T12:51:19Z,"['stop', 'watching', 'trailer']",stop watching trailer
59,CaseyNeistat,thats a counterfeit Versace t-shirt.,thats a counterfeit versace t-shirt.,2022-09-14T17:22:04Z,"['thats', 'counterfeit', 'versace', 'shirt']",thats counterfeit versace shirt
60,Zac Alsop,"I’m so happy for Marlan, what a guy","i’m so happy for marlan, what a guy",2022-09-14T19:58:40Z,"['happy', 'marlan', 'guy']",happy marlan guy
61,David Mota,"Marlan at the end was the cherry on top. What a legend, what an ending!","marlan at the end was the cherry on top. what a legend, what an ending!",2022-09-15T16:08:00Z,"['marlan', 'end', 'cherry', 'top', 'legend', 'ending']",marlan end cherry top legend ending
62,Christina N,"This is why I subbed many years ago back in those daily vlogging days, amazing storytelling and superior editing as always! This feels right, Casey and NYC. So happy for you and your family!","this is why i subbed many years ago back in those daily vlogging days, amazing storytelling and superior editing as always! this feels right, casey and nyc. so happy for you and your family!",2022-09-15T16:20:56Z,"['subbed', 'many', 'years', 'ago', 'back', 'daily', 'vlogging', 'days', 'amazing', 'storytelling', 'superior', 'editing', 'always', 'feels', 'right', 'casey', 'nyc', 'happy', 'family']",subbed many years ago back daily vlogging days amazing storytelling superior editing always feels right casey nyc happy family
63,Keat How Teoh,Damn. The feel is so nostalgic. Storytelling and editing still top notch. That’s what brings all of us back again and again!,damn. the feel is so nostalgic. storytelling and editing still top notch. that’s what brings all of us back again and again!,2022-09-15T18:58:08Z,"['damn', 'feel', 'nostalgic', 'storytelling', 'editing', 'still', 'top', 'notch', 'brings', 'us', 'back']",damn feel nostalgic storytelling editing still top notch brings back
64,TimeBucks,Appreciate Casey’s filming skills,appreciate casey’s filming skills,2022-09-16T08:37:28Z,"['appreciate', 'casey', 'filming', 'skills']",appreciate casey filming skills
65,Jakerton,"I have chills. Casey needed New York, the world needed Casey in New York.","i have chills. casey needed new york, the world needed casey in new york.",2022-09-14T21:47:40Z,"['chills', 'casey', 'needed', 'new', 'york', 'world', 'needed', 'casey', 'new', 'york']",chills casey needed new york world needed casey new york
66,Justin Pickering,I’ve never been able to find another creator who can tell what could be a 30-40 minute story in less than 12 minutes like you can. A pure joy to watch,i’ve never been able to find another creator who can tell what could be a 30-40 minute story in less than 12 minutes like you can. a pure joy to watch,2022-09-15T17:45:23Z,"['never', 'able', 'find', 'another', 'creator', 'tell', 'could', '30', '40', 'minute', 'story', 'less', '12', 'minutes', 'like', 'pure', 'joy', 'watch']",never able find another creator tell could minute story less minutes like pure joy watch
67,A J,Let’s just take a minute to appreciate Casey’s film skills! Killed it! 😍,let’s just take a minute to appreciate casey’s film skills! killed it! 😍,2022-09-15T16:16:17Z,"['let', 'take', 'minute', 'appreciate', 'casey', 'film', 'skills', 'killed']",let take minute appreciate casey film skills killed
68,Ace ,"I want to be mad that you left us without a dope beat to step to, but I can't. I see how the kids have grown and then it hits me, I am a mediately locked back into the story welcome back hopefully for a bit more.","i want to be mad that you left us without a dope beat to step to, but i can't. i see how the kids have grown and then it hits me, i am a mediately locked back into the story welcome back hopefully for a bit more.",2022-09-15T18:08:33Z,"['want', 'mad', 'left', 'us', 'without', 'dope', 'beat', 'step', 'see', 'kids', 'grown', 'hits', 'mediately', 'locked', 'back', 'story', 'welcome', 'back', 'hopefully', 'bit']",want mad left without dope beat step see kids grown hits mediately locked back story welcome back hopefully bit
69,Dylan Sweeney,"Casey,
I have to put this out there even if you don't read it. I am a born and raised New Yorker through and through. I'm currently in the military and have been bouncing around the country/world the past few years and have gotten to live in some pretty cool place. But every time I go back home to visit my friends and family I always have this overwhelming sense of relaxation and overall at ease with my life when I am there. Thank you for summing up my feelings perfectly in this video. I know I have and will have a lot of  cool and interesting experiences in life, but I will never be truly comfortable until I move back to New York, because I will die for that city.

Thank you Casey, welcome home.","casey,
i have to put this out there even if you don't read it. i am a born and raised new yorker through and through. i'm currently in the military and have been bouncing around the country/world the past few years and have gotten to live in some pretty cool place. but every time i go back home to visit my friends and family i always have this overwhelming sense of relaxation and overall at ease with my life when i am there. thank you for summing up my feelings perfectly in this video. i know i have and will have a lot of  cool and interesting experiences in life, but i will never be truly comfortable until i move back to new york, because i will die for that city.

thank you casey, welcome home.",2022-09-15T22:25:35Z,"['casey', 'put', 'even', 'read', 'born', 'raised', 'new', 'yorker', 'currently', 'military', 'bouncing', 'around', 'country', 'world', 'past', 'years', 'gotten', 'live', 'pretty', 'cool', 'place', 'every', 'time', 'go', 'back', 'home', 'visit', 'friends', 'family', 'always', 'overwhelming', 'sense', 'relaxation', 'overall', 'ease', 'life', 'thank', 'summing', 'feelings', 'perfectly', 'video', 'know', 'lot', 'cool', 'interesting', 'experiences', 'life', 'never', 'truly', 'comfortable', 'move', 'back', 'new', 'york', 'die', 'city', 'thank', 'casey', 'welcome', 'home']",casey put even read born raised new yorker currently military bouncing around country world past years gotten live pretty cool place every time back home visit friends family always overwhelming sense relaxation overall ease life thank summing feelings perfectly video know lot cool interesting experiences life never truly comfortable move back new york die city thank casey welcome home
70,Lee Stuart,"I don’t know if I’m more pumped about the return of Casey to his natural habitat, or the return of Marlon.","i don’t know if i’m more pumped about the return of casey to his natural habitat, or the return of marlon.",2022-09-15T06:55:09Z,"['know', 'pumped', 'return', 'casey', 'natural', 'habitat', 'return', 'marlon']",know pumped return casey natural habitat return marlon
71,Charles Bourke,I never comment but I can’t help it. I’m so excited to see a new video out and to see Casey so happy to move back. To see Marlan get so gassed to hear him say he’s moved back made me shed a tear 🥲,i never comment but i can’t help it. i’m so excited to see a new video out and to see casey so happy to move back. to see marlan get so gassed to hear him say he’s moved back made me shed a tear 🥲,2022-09-15T17:42:58Z,"['never', 'comment', 'help', 'excited', 'see', 'new', 'video', 'see', 'casey', 'happy', 'move', 'back', 'see', 'marlan', 'get', 'gassed', 'hear', 'say', 'moved', 'back', 'made', 'shed', 'tear']",never comment help excited see new video see casey happy move back see marlan get gassed hear say moved back made shed tear
72,Martin Kleynhans,"Living in a bustling, heaving, active, noisy, non sleeping city seems like a crazy idea to some but for a rare few of us.... It has a level of Bliss that is hard to describe!  Everyone told me... Don't move to London, we give it six months and you'll be out. Blah blah.... No ways! I am here in London and Loving it! This video resonates with me BIG TIME!","living in a bustling, heaving, active, noisy, non sleeping city seems like a crazy idea to some but for a rare few of us.... it has a level of bliss that is hard to describe!  everyone told me... don't move to london, we give it six months and you'll be out. blah blah.... no ways! i am here in london and loving it! this video resonates with me big time!",2022-09-15T16:01:09Z,"['living', 'bustling', 'heaving', 'active', 'noisy', 'non', 'sleeping', 'city', 'seems', 'like', 'crazy', 'idea', 'rare', 'us', 'level', 'bliss', 'hard', 'describe', 'everyone', 'told', 'move', 'london', 'give', 'six', 'months', 'blah', 'blah', 'ways', 'london', 'loving', 'video', 'resonates', 'big', 'time']",living bustling heaving active noisy non sleeping city seems like crazy idea rare level bliss hard describe everyone told move london give six months blah blah ways london loving video resonates big time
73,Gabriel De Jesus,This feels good. He is back!!!!!!!,this feels good. he is back!!!!!!!,2022-09-15T22:22:45Z,"['feels', 'good', 'back']",feels good back
74,19Klawn,I must say that marlon is a great source of energy every video with him just makes my day!!,i must say that marlon is a great source of energy every video with him just makes my day!!,2022-09-16T00:00:17Z,"['must', 'say', 'marlon', 'great', 'source', 'energy', 'every', 'video', 'makes', 'day']",must say marlon great source energy every video makes day
75,penguinsix,The one message I've gotten from countless hours of Casey's content is the idea that you need to be true to yourself. I'm so happy Casey continues to practice what he preaches. Congratulations on the move!,the one message i've gotten from countless hours of casey's content is the idea that you need to be true to yourself. i'm so happy casey continues to practice what he preaches. congratulations on the move!,2022-09-14T17:52:52Z,"['one', 'message', 'gotten', 'countless', 'hours', 'casey', 'content', 'idea', 'need', 'true', 'happy', 'casey', 'continues', 'practice', 'preaches', 'congratulations', 'move']",one message gotten countless hours casey content idea need true happy casey continues practice preaches congratulations move
